평점,리뷰
1,테이블링페이를 쓰고 마일리지 형식이고 폭탄 어쩌구 하지만 결론은 돈내면 먼저 들여보내준다! 처음 서비스 시작할때는 제발 우리 서비스좀 써주세요 키오스크 깔아드릴게요 굽신거리면서 영업하고 돌아다녔을텐데 이제 고객 좀 모이니깐 이때다 싶어서 웨이팅 시스템 난장판으로 만들어놓고 바로 별점 테러당하는거 보니깐 마음이 편안하네요! 부모사랑도 투자했다가 화들짝 놀라서 이 회사 지분 다 청산할듯
5,앱개발자 맛집 왜케 잘아냐
1,설마 예약하는데 유료로 바뀜 ? 어쩔티비 . 삭제
1,제주도 연돈 아니면 사용하지도 안는 쓰레기앱!!
1,아무것도 안되는 이런어플을 왜 만든걸까요
1,다운이 안되는데 이거 오류 난건가요?
1,본인인증 무한 로딩
5,대기순서 안 기다려서 편해요
5,너무 편리해요
3,연돈말고는 쓸모가 없어요 탈퇴는 어떻게 하나요?
1,설치가 안됨;
3,이메일 주소에 언더바 들어가요 올바른 메일형식 맞습니다 수정해주세요
1,진짜귀찮게만들어놨습니다ㅜㅜ
1,너무나 불편하네요.
1,연돈가려고하시는분..ㅋ비추임돠.5초도안되서 이미예약끝이래요 그냥 중고나라에서 웃돈주고 사시는게빨라요. ㅋㅋ삭제합니다...
1,자리 있는데도 마감됐다고 뜸. 3명은 어디 가지도 말라는 건가?
2,매장분위기가 손님위주가 되길바랍니다
5,와 맛집 진짜 다나옴 방금 깔음
5,좋은 어플이네요
1,1개도 아깝다 쓰레기앱임
1,"사용하려다가, 계좌출금 동의 절차때매 삭제합니다."
5,사용하기 참 좋으네요.
5,너무 좋아요!!
5,이제 네이버 블로그에서 안찾게됨
1,테이블페이 계좌 강제등록은 뭐임? 배가부른듯
1,난 생처음 리뷰씀 1개도 아까움 연돈땜시 평일 4박 넉넉히 내려왔는데 친구들 모두 접속도 안되는 앱 잡고 여행 내내 뭐하는건지 신종 로또냐 요~나라는 주택청약도 로또도 뭐좀먹기위해까지 이건 다 뽑기야 우라질!! 차라리 줄섰음 좋겠다
5,원격대기 좋아요
4,편리하네요.
5,최고의 앱입니다!!
1,먼 이딴 그지같은 앱이 다있냐
1,서버관리 좀 해주세요. 폭주네
1,전 그냥 정보만확인해요 ㅋㅋㅋ
1,설치 자체가 안되는 디유?
1,갑질앱의 최고봉
5,사용하기 좋아요
1,폭탄? 운영정책이 사용자들에게 폭탄을 뿌리는게 아닌가... 어플 망하는 도화선이 될듯!
3,다운로드 왜 안되나요
5,줄도 안기다리고 맛집을 먹을수있다니 jmt이였습니다 떙큐
1,페이 계좌 등록안됨. 개구림
1,망해라. 돈벌이수단으로 바꼈네
1,앱 설치 왤케 오래걸리나요?
1,그냥 사용하지말라는 앱
1,확정번호 키오스크에서 받을거면 이거 왜씀?
5,"하,,,, 드디어 연돈성공ㅋㅋ 기분째집니다ㅋㅋㅋ"
1,웨이팅 어플에 계좌연결이라니 최악이네
5,음식이 맛있어요
1,연돈만을 위한 어플같네요ㅎㅎ 열흘째 연돈 실패중~ 열받습니다
1,개인정보 팔아먹는 놈들 같은데 이따위 앱에 금융정보를 올리겠끔 만들다니 쓰레기 같은 새끼들.
1,코딩뭉치 레전드 ㅋㅋ 안씀 걍
1,갑자기 왠 테이블링페이?? 탈퇴합니다
1,친구가 무료라고 설치했는데 돈을 내라고 하니 쓸수 없을 것 같네요. 🤔
5,유용해요~!!!!
1,연돈때문에 설치했다가 페이강요에 빡쳐서 지움 욕이 절로 나오는 쓰레기앱 퉷 이앱때문에 연돈 안감 아니 못 감 어차피 제주 맛집 널려있으니 칼삭제 ㄲㅈ라
1,무슨 말도안되누 시스템 도입을ㅋㅋ
5,이런 어플이 여수에서도 된다니 지방사람 감격해서 울어요
1,해비유저들에게 유용한 어플 일반사람은 gg
1,계좌등록은 왜하라는건지? 쓰레기
2,쓰레기에요. 별로요..
1,"페이가입,충전이 의무? 망하겠군"
1,설치조차안됨ㅋㅋㅋ
1,아니 줄서기가 안되잖아요ㅡㅡ
1,본인확인 문자가 안와요
1,계좌등록거지같이안됨
2,연돈만을 위한 앱인듯.. ㅎㅎ
1,하다하다 줄서기에 계좌등록 그것도 모자라서 오픈뱅킹 가입? 에라이 안쓰고 만다
1,와 창조경제 ㅋㅋ
4,줄서기79번 1시간 50분 대기로 입장했어요
5,맛. 친절 찐 입니당 # 가족과 부담없이~~
1,오후 8시에 접속 안되는 어플 ㅋㅋ
1,레전드 돈무새가 되었네..
1,연돈 예전 예약 방식 돌려줘요
1,1점이 아깝다.. 정신차려라
1,이제 줄서는데도 돈을 내야하냑ㅋㅋ
1,폭탄이랑 페이 머냐 ㅋㅋ 지워야것네
1,웬 계좌연동?어이가없네요
1,계좌등록도 똑바로 안 되면서 뭔 폭탄 ㅋㅋ 진짜 폭탄 던지고싶네 차라리 테이블링 있는 식당 안 가고 다른 곳 가지
1,테이블링페이.. ㅋ
5,매우만족합니다
1,어플 왜이렇게 바뀜????ㅡㅡ
5,잘쓰고있어요
1,강제 정보노출
1,갑분 폭탄? 진짜 폭탄ㅋㅋㅋㅋㅋ
5,스테이크 정말 맛있어요 화이얏트호텔 스테이크 ㅇ솟지알았습니당
1,다른 앱 찾으러간다
1,사람 손으로는 연돈 예약 못해요
1,돈독이 오르셨네요~ 뭔?충전?ㅋㅋㅋㅋ
1,쓰레기는 버려라
1,폭탄업뎃 후 극혐됨 삭제함ㅃ
1,폭탄같은 소리하네
1,돈처벌더니 폭탄 ??? 드러워서안해
1,다운이 안되네요
1,앱 다운로드 안됩니다
1,폭탄이 폭탄 되겠네
5,진짜 좋아요
1,깔자마자 지웠어요
1,리뷰보고 반성들좀하고있나요?ㅎㅎㅎㅎ
1,이걸쓰라고 만든겁니까 무슨 예약 어플이 개인정보에 은행에 하다 욕나와서 삭제
1,연돈 예약하려니 페이가입하라네 ㅋ 에라이
1,줄서는데 돈까지내야되노?
5,편리해요
1,최악의 어플
1,사용하기힘듦.
1,계좌연결?장난하나
1,그냥 최악임
5,"ㄷㆍ ㄷㅇ 나 , ' '.,."
1,줄서는데 유료 실화냐?
1,어플다운이안되요
1,1점도 아까움
1,페이를 강제가입 시키네 와 개ㅡ레기앱
2,탈퇴 어찌하나요?
1,뭔코드번호 ..
1,와 무슨 페이등록에 계좌에 가서 기다리고 말지
1,이제는 사용안할랍니다
1,취지를 잃어버린듯 페이라니..
2,동문시장 점유
1,앱이 안열림
1,연돈 차라리 줄서고 싶다
5,감사합니다^^
1,제되로 되는데 없어요
1,안깔려요ㅡㅡ
1,즉 시 삭 제
2,있는 ㄱ5ㄴ
1,어플 수준ㅋㅋㅋ 폭탄 받아라~
5,좋아요~^^
1,본인인증 문자 왜안댐유?
1,계속에러남
3,제주 서귀포시 성산구
2,회원탈퇴는 어떻게 하나요??
1,매크로잇냐싯팔~~
5,넘 편해요
5,유용합니다
4,좋았습니다
1,쓸애기
2,잘하쟈!
3,모가몬지
5,감사합니다.
1,불편쓰
1,쓰레기어플
1,쓰레기어플
1,구림
5,굿 좋아요 진즉에할걸
5,Ewewt@=•~
1,쓰레기
1,소탐대실
1,꼭 망하길.
1,사실상 양아치
5,최고예요
1,최악
1,잘가라
1,최악
1,이게 몹니까
5,좋아요
5,굿
1,쓰레기
1,돈독!
1,퇴화
1,극혐이네요
4,굿
5,맛있어요
5,간편하고 좋습니다!!
4,좋네요 ~
5,좋아요.
5,편리합니다
5,굿
4,굳굳
5,굿굿
5,구웃
5,편해요
5,좋네요.
4,좋음
1,폭탄 받아라~
5,좋아요
1,쓰기 불편..
1,UI최악임
1,짜증..
5,굳🤪
1,개구림
1,개썩었다
4,편해요
5,굿
5,좋아요
5,굿
5,좋아요
5,좋아요
1,아 답답
5,좋음
1,접속늦음
5,좋아요.
5,좋아요
5,좋음
5,나이따
5,너무 좋습니다
5,깔끔하구 좋네요
3,이런 어플 다 사용해본 결과. 테이블링이 가장 많은 핫한 음식점을 보유함. 이런건 매장 보유 싸움인듯.
5,믿고 씁니다 정말 잘써요 예전보다 많이 편해졌네요
5,테이블링 정말 편리하고 간편하고 빠르고 최고에요
1,앱 설치도 안돼요ㅡㅡ
4,다 좋습니다. 지방도 얼른 더 많이 생겼으면 해요.
5,기념일?!에 정말 좋아용~^^ 자주 키진 않고 특별한 날 가끔 생각나는 어플~!
5,ㆍㄱㅅ디시ㅣw!I!
1,설치 개짜증
5,Goooood~☆ 유용
1,최악임
5,맛집인정
5,굿
1,부자되세요
1,쓰레기앱
1,쓰레기앱
1,垃圾앱
5,조~~~~~~~타
1,구림
